sentence;arg1;rel;arg2;gold;pred;score;pattern_ud;subj_deprel;obj_deprel
O imperador Wanli convidou Yonten Gyatso para Pequim em 1616, mas, assim como seu antecessor, ele morreu antes de poder fazer a jornada.;O imperador Wanli;convidou;Yonten Gyatso para Pequim;1;0;0.0;unknown;;
O imperador Wanli convidou Yonten Gyatso para Pequim em 1616, mas, assim como seu antecessor, ele morreu antes de poder fazer a jornada.;O imperador Wanli;convidou Yonten Gyatso para;Pequim;1;0;0.0;unknown;;
O imperador Wanli convidou Yonten Gyatso para Pequim em 1616, mas, assim como seu antecessor, ele morreu antes de poder fazer a jornada.;Yonten Gyatso;morreu antes de;poder fazer a jornada;1;0;0.0;unknown;;
O quarto Dalai Lama se recusou a dar uma audiência a o rei Ü-Tsang, que provocou um conflito quando este começou a atacar mosteiros Gelug.;O quarto;se recusou;a dar uma audiência;0;1;;verb+xcomp;nsubj;xcomp
O quarto Dalai Lama se recusou a dar uma audiência a o rei Ü-Tsang, que provocou um conflito quando este começou a atacar mosteiros Gelug.;este;começou;quando a atacar mosteiros;0;1;;verb+xcomp;nsubj;xcomp
O quarto Dalai Lama se recusou a dar uma audiência a o rei Ü-Tsang, que provocou um conflito quando este começou a atacar mosteiros Gelug.;Dalai Lama;se recusou a;dar uma audiência;1;0;0.0;unknown;;
O quarto Dalai Lama se recusou a dar uma audiência a o rei Ü-Tsang, que provocou um conflito quando este começou a atacar mosteiros Gelug.;Dalai Lama;se recusou a;dar uma audiência a o rei Ü-Tsang;1;0;0.0;unknown;;
Quando um aliado de o governante Ü-Tsang ameaçou novamente a destruição de os Gelugpas, o quinto Dalai Lama Lozang Gyatso pediu ajuda a o príncipe mongol Güshi Khan (1582-1655), líder de a tribo Khoshut (Qoshot) de os mongóis Oirat, que estava então em peregrinação a Lhasa.;um aliado de o governante;ameaçou;a destruição de os Gelugpas;0;1;;verb+obj;nsubj;obj
Quando um aliado de o governante Ü-Tsang ameaçou novamente a destruição de os Gelugpas, o quinto Dalai Lama Lozang Gyatso pediu ajuda a o príncipe mongol Güshi Khan (1582-1655), líder de a tribo Khoshut (Qoshot) de os mongóis Oirat, que estava então em peregrinação a Lhasa.;o quinto Dalai Lama Lozang Gyatso;pediu;ajuda;0;1;;verb+obj;nsubj;obj
Quando um aliado de o governante Ü-Tsang ameaçou novamente a destruição de os Gelugpas, o quinto Dalai Lama Lozang Gyatso pediu ajuda a o príncipe mongol Güshi Khan (1582-1655), líder de a tribo Khoshut (Qoshot) de os mongóis Oirat, que estava então em peregrinação a Lhasa.;o quinto Dalai Lama;pediu;ajuda a o príncipe mongol Güshi Khan;1;0;0.0;unknown;;
Quando um aliado de o governante Ü-Tsang ameaçou novamente a destruição de os Gelugpas, o quinto Dalai Lama Lozang Gyatso pediu ajuda a o príncipe mongol Güshi Khan (1582-1655), líder de a tribo Khoshut (Qoshot) de os mongóis Oirat, que estava então em peregrinação a Lhasa.;o quinto Dalai Lama;pediu ajuda a;o príncipe mongol Güshi Khan;1;0;0.0;unknown;;
Quando um aliado de o governante Ü-Tsang ameaçou novamente a destruição de os Gelugpas, o quinto Dalai Lama Lozang Gyatso pediu ajuda a o príncipe mongol Güshi Khan (1582-1655), líder de a tribo Khoshut (Qoshot) de os mongóis Oirat, que estava então em peregrinação a Lhasa.;um aliado de o governante Ü-Tsang;ameaçou;a destruição de os Gelugpas;1;0;0.0;unknown;;
Güshi Khan aceitou seu papel de protetor e, de 1637 a 1640, ele não apenas derrotou os inimigos de os Gelugpas em as regiões Amdo e Kham, mas também reassentou toda a sua tribo em Amdo.;Güshi Khan;aceitou;seu papel de protetor;1;1;;verb+obj;nsubj;obj
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador;enviou;seu eunuco Yang Sanbao;0;1;;verb+obj;nsubj;obj
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador;pagou;uma pequena fortuna;0;1;;verb+obj;nsubj;obj
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador;enviou;seu eunuco Yang Sanbao em 1413;0;1;;verb+obj[+obl];nsubj;obj
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador;pagou;uma pequena fortuna em troca de presentes em troca de tributos;0;1;;verb+obj[+obl];nsubj;obj
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;Shih-Shan Henry Tsai;escreve;que o imperador enviou seu eunuco a o Tibete em 1413;0;1;;verb+ccomp;nsubj;ccomp
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador;enviou em;em 1413;0;1;;verb+nary-split;nsubj;obl
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador;pagou em;em troca de presentes em troca de tributos;0;1;;verb+nary-split;nsubj;obl
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador Yongle;enviou;seu eunuco Yang Sanbao a o Tibete;1;0;0.0;unknown;;
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador Yongle;enviou seu eunuco Yang Sanbao a;o Tibete;1;0;0.0;unknown;;
Shih-Shan Henry Tsai escreve que o imperador Yongle enviou seu eunuco Yang Sanbao a o Tibete em 1413 para obter uma lealdade de vários príncipes tibetanos, enquanto o imperador Yongle pagou uma pequena fortuna em troca de presentes em troca de tributos, a fim de manter a lealdade de o vassalo vizinho.;o imperador Yongle;pagou;uma pequena fortuna em troca de presentes em troca de tributos;1;0;0.0;unknown;;
A Apple lançou um novo conector dock de 8 pinos, chamado Relâmpago, em 12 de setembro de 2012, com o anúncio de o iPhone 5, de o iPod Touch de quinta geração e de o iPod Nano de a sétima geração, todos com esse recurso.;A Apple;lançou;um novo conector dock de 8 pinos;1;1;;verb+obj;nsubj;obj
As versões de seis e sete faixas de a trilha sonora de o jogo foram lançadas em 19 de novembro de 2006, como parte de uma promoção de o Nintendo Power e acompanhadas de réplicas de a Master Sword e de o Hylian Shield.;As versões de seis e sete faixas de a trilha sonora de o jogo;foram lançadas em;19 de novembro de 2006;0;1;;aux:pass;nsubj:pass;obl
As versões de seis e sete faixas de a trilha sonora de o jogo foram lançadas em 19 de novembro de 2006, como parte de uma promoção de o Nintendo Power e acompanhadas de réplicas de a Master Sword e de o Hylian Shield.;As versões de seis e sete faixas de a trilha sonora de o jogo;foram lançadas como;como parte de uma promoção de o Nintendo Power e acompanhadas;0;1;;verb+nary-split;nsubj:pass;obl
As versões de seis e sete faixas de a trilha sonora de o jogo foram lançadas em 19 de novembro de 2006, como parte de uma promoção de o Nintendo Power e acompanhadas de réplicas de a Master Sword e de o Hylian Shield.;As versões de seis e sete faixas de a trilha sonora;foram lançadas em;19 de novembro de 2006;1;0;0.0;unknown;;
As versões 3.3 e 3.4 de o Wii Menu impediram a cópia de arquivos salvos explorados em o console até que os métodos de evasão fossem descobertos, e a versão 4.0 de o Wii Menu corrigiu a vulnerabilidade.;As versões 3.3 e 3.4 de o Wii Menu;impediram;a cópia de arquivos;0;1;;verb+obj;nsubj;obj
As versões 3.3 e 3.4 de o Wii Menu impediram a cópia de arquivos salvos explorados em o console até que os métodos de evasão fossem descobertos, e a versão 4.0 de o Wii Menu corrigiu a vulnerabilidade.;a versão 4.0 de o Wii Menu;corrigiu;a vulnerabilidade;1;1;;verb+obj;nsubj;obj
As versões 3.3 e 3.4 de o Wii Menu impediram a cópia de arquivos salvos explorados em o console até que os métodos de evasão fossem descobertos, e a versão 4.0 de o Wii Menu corrigiu a vulnerabilidade.;As versões 3.3 e 3.4 de o Wii Menu;impediram;a cópia de arquivos salvos explorados;1;0;0.0;unknown;;
Todas as rodovias em Wenchuan, e outras em toda a província, foram danificadas, resultando em atraso em a chegada de as tropas de resgate.;Todas as rodovias em Wenchuan;foram;danificadas;1;0;0.0;unknown;;
O serviço de a China Unicom em Wenchuan e quatro municípios vizinhos foi interrompido, com mais de 700 torres suspensas.;O serviço de a China Unicom em Wenchuan e quatro municípios vizinhos;foi interrompido com;700 torres;0;1;;aux:pass;nsubj:pass;obl
O serviço de a China Unicom em Wenchuan e quatro municípios vizinhos foi interrompido, com mais de 700 torres suspensas.;O serviço de a China Unicom;foi;interrompido;1;0;0.0;unknown;;
Em 2002, o geólogo chinês Chen Xuezhong publicou um estudo de Análise de Risco Sísmico, em o qual concluiu que, a partir de 2003;o geólogo chinês;publicou;um estudo de Análise de Risco Sísmico;0;1;;verb+obj;nsubj;obj
Em 2002, o geólogo chinês Chen Xuezhong publicou um estudo de Análise de Risco Sísmico, em o qual concluiu que, a partir de 2003;Chen Xuezhong;publicou;um estudo de Análise de Risco Sísmico;1;0;0.0;unknown;;
Em 2002, o geólogo chinês Chen Xuezhong publicou um estudo de Análise de Risco Sísmico, em o qual concluiu que, a partir de 2003;o geólogo chinês Chen Xuezhong;publicou;um estudo de Análise de Risco Sísmico;1;0;0.0;unknown;;
O governo central estima que mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto.;7.000 salas de aula com engenharia inadequada;desabaram em;o terremoto;0;1;;verb+obl;nsubj;obl
O governo central estima que mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto.;O governo central;estima;que mais de 7.000 salas de aula desabaram em o terremoto;0;1;;verb+ccomp;nsubj;ccomp
O governo central estima que mais de 7.000 salas de aula com engenharia inadequada desabaram em o terremoto.;mais de 7.000 salas de aula com engenharia inadequada;desabaram em;o terremoto;1;0;0.0;unknown;;
A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.;A rota de a tocha por o país;houve;um minuto de silêncio;0;1;;verb+obj[conj];nsubj:pass;obj
A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.;a próxima etapa;começou em;a cidade de Ruijin;0;1;;verb+obl;nsubj;obl
A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.;a próxima etapa;começou em;em a quarta-feira após o terremoto;0;1;;verb+obl;nsubj;obl
A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.;a próxima etapa;começou em;em a quarta-feira após o terremoto;0;1;;verb+nary-split;nsubj;obl
A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.;a próxima etapa;começou em;a cidade de Ruijin;0;1;;verb+nary-split;nsubj;obl
A rota de a tocha por o país foi reduzida e houve um minuto de silêncio quando a próxima etapa começou em a cidade de Ruijin, Jiangxi, em a quarta-feira após o terremoto.;A rota de a tocha por o país;foi;reduzida;1;0;0.0;unknown;;
Enquanto isso, um trem de carga que transportava 13 tanques de gasolina descarrilou em Condado de Hui, Gansu, e pegou fogo depois que o trilho foi distorcido.;um trem de carga;pegou;fogo;0;1;;verb+obj[conj];nsubj;obj
Enquanto isso, um trem de carga que transportava 13 tanques de gasolina descarrilou em Condado de Hui, Gansu, e pegou fogo depois que o trilho foi distorcido.;um trem de carga;descarrilou em;Condado de Hui;0;1;;verb+obl;nsubj;obl
Enquanto isso, um trem de carga que transportava 13 tanques de gasolina descarrilou em Condado de Hui, Gansu, e pegou fogo depois que o trilho foi distorcido.;um trem de carga;pegou fogo;depois que o trilho foi distorcido;1;0;0.0;unknown;;
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.;Os Estados Unidos;compartilharam;algumas de suas imagens de satélite de as áreas;0;1;;verb+obj;nsubj;obj
Os Estados Unidos compartilharam algumas de suas imagens de satélite de as áreas atingidas por o terremoto com as Autoridades chinesas.;Os Estados Unidos;compartilharam;algumas de suas imagens de satélite;1;0;0.0;unknown;;
Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.;Nova York;é;cidade;0;1;;cop;nsubj;root
Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.;Nova York;é;a cidade populosa Estados;0;1;;cop;nsubj;root
Nova York - freqüentemente chamada Cidade de Nova York ou Cidade de Nova York para distingui-la de o Estado de Nova York, de o qual faz parte - é a cidade mais populosa de os Estados Unidos e o centro de a área metropolitana de Nova York, o principal portal de imigração legal para os Estados Unidos e uma de as aglomerações urbanas mais populosas de o mundo.;Nova York;é;a cidade mais populosa de os Estados Unidos;1;0;0.0;unknown;;
Em 1664, Peter Stuyvesant, diretor-geral de a colônia de a Nova Holanda, entregou Nova Amsterdã a os ingleses sem derramamento de sangue.;Peter Stuyvesant;entregou;Nova Amsterdã;0;1;;verb+obj;nsubj;obj
Em 1664, Peter Stuyvesant, diretor-geral de a colônia de a Nova Holanda, entregou Nova Amsterdã a os ingleses sem derramamento de sangue.;Peter Stuyvesant;entregou;Nova Amsterdã sem derramamento de sangue;0;1;;verb+obj[+obl];nsubj;obj
